,indicator,classif1,classif2,sex,slope,intercept,r_value,p_value,std_err
0,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_TOTAL,0,SEX_T,-29.159137467049163,3.4188065568359924,-0.12536852134229176,0.052413665634788206,14.957452233550018
1,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_TOTAL,0,SEX_M,6.7388580405360585,0.8396754720616981,0.025601492110470678,0.6931302717965813,17.056510213091908
2,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_TOTAL,0,SEX_F,-47.00762014921949,4.627700453628824,-0.22827875349267696,0.00036357133723202706,12.99549995698878
3,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y15-24,0,SEX_T,72.04252466703286,-4.335690725812156,0.8258464092398966,3.8076830722415824e-61,3.1885960081868334
4,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y15-24,0,SEX_M,67.1566437105449,-4.0079936100432425,0.8217147916754376,4.75878573334205e-60,3.0190982658715138
5,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y15-24,0,SEX_F,76.94623929844424,-4.655940036721786,0.8270355608380441,1.8180009152717003e-61,3.390210372178138
6,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y25-34,0,SEX_T,-64.0412210266309,5.925010996646935,-0.7048031357444946,2.37598750941213e-37,4.178267927224608
7,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y25-34,0,SEX_M,-66.20941545835146,6.1042047608808465,-0.6802815788111153,5.837784107755739e-34,4.623995759139484
8,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y25-34,0,SEX_F,-60.85987391511198,5.6757599319955006,-0.7193034172177816,1.5914020632960127e-39,3.810002601235853
9,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y35-44,0,SEX_T,-5.303237732966778,1.6937173346014118,-0.07661873826526358,0.23700164568675525,4.473414255479986
10,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y35-44,0,SEX_M,-2.923915463025485,1.533257654547409,-0.04030825984902908,0.5343066582184874,4.698174958662965
11,POP_XWAP_SEX_AGE_NB,AGE_10YRBANDS_Y35-44,0,SEX_F,-7.160999884548669,1.8163967527193323,-0.10843098210722314,0.09374201444880133,4.255627524459796
