,indicator,classif1,classif2,sex,slope,intercept,r_value,p_value,std_err
238,EMP_TEMP_SEX_AGE_NB,AGE_YTHADULT_YGE25,0,SEX_M,-25.262254636244695,3.1530885282227112,-0.4694912080707822,1.4678308454972973e-14,3.079540747225586
239,EMP_TEMP_SEX_AGE_NB,AGE_YTHADULT_YGE25,0,SEX_F,-20.163992320697027,2.6677952406010745,-0.4981007181332699,1.876328090097042e-16,2.275357648268564
240,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_TOTAL,SEX_T,-24.02419618671286,3.0710322154778122,-0.5352708561343492,3.412170375883536e-19,2.4574191959906706
241,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_TOTAL,SEX_M,-25.581658092688333,3.240745437384633,-0.5248766678082368,2.1547168793341e-18,2.6890785143193865
242,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_TOTAL,SEX_F,-21.570192700335713,2.8385837846859836,-0.5364850339592258,2.739860526398679e-19,2.1993987964711668
243,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_PART,SEX_T,-11.448916792470422,2.6443648942893327,-0.5396171222497791,1.5491942338917028e-19,1.1578602557269349
244,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_PART,SEX_M,-12.455160070678478,2.5485806555245283,-0.5440009718163872,6.904915504113342e-20,1.2452796829194999
245,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_PART,SEX_F,-9.999206406280134,2.567001412633321,-0.5238801987053227,2.5626235246490397e-18,1.0538495295083694
246,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_FULL,SEX_T,-27.778728469429026,3.083898510965033,-0.4829456813740032,1.9872195351278283e-15,3.264797912074827
247,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_FULL,SEX_M,-24.38573952725829,3.0783640559161043,-0.4638582083977527,3.3044826244421104e-14,3.01891956964255
248,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE15,JOB_TIME_FULL,SEX_F,-30.69418214226485,2.9121962640010723,-0.5067950429680721,4.591845125029789e-17,3.384355974733304
249,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_TOTAL,SEX_T,-15.260547610421785,2.7361531769912575,-0.6234402911497183,3.032140844863228e-27,1.2405716676099383
250,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_TOTAL,SEX_M,-13.712215563528348,2.593513938157214,-0.6136587128331382,3.173047907910499e-26,1.1436250339608727
251,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_TOTAL,SEX_F,-16.706348631033347,2.870194775008177,-0.6258396686929175,1.68300294740732e-27,1.3495771073909373
252,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_PART,SEX_T,-12.808298964815274,2.5973131771109896,-0.6073085386394391,1.3953289554873913e-25,1.0860978283071616
253,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_PART,SEX_M,-12.182855923971886,2.479479512730509,-0.6192606156400183,8.353369336417207e-27,1.0012890058026394
254,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_PART,SEX_F,-12.566881566887936,2.6198188396562148,-0.578162123881498,8.317224478482927e-23,1.149576826213321
255,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_FULL,SEX_T,-8.567801589254378,2.081758137243956,-0.44055162403242765,8.134946439439893e-13,1.1316927600729052
256,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_FULL,SEX_M,-7.68569102028608,2.0346147802809402,-0.4438748446455629,5.228725484124078e-13,1.0057382195204374
257,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_Y15-24,JOB_TIME_FULL,SEX_F,-9.421304497202629,2.108686146665505,-0.4233797344778069,7.406446393329136e-12,1.3067660282966325
258,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_TOTAL,SEX_T,-23.0554064788591,2.931538547560346,-0.4881518734046424,8.95059649167476e-16,2.6719204954668494
259,EMP_TEMP_SEX_AGE_JOB_NB,AGE_YTHADULT_YGE25,JOB_TIME_TOTAL,SEX_M,-25.262254636244695,3.1530885282227112,-0.4694912080707822,1.4678308454972973e-14,3.079540747225586
