ref_area,indicator,source,sex,classif1,classif2,time,obs_value,note_source
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y15-19,GEO_COV_RUR,2010,155692.843,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y15-19,GEO_COV_URB,2010,154463.854,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y20-24,GEO_COV_NAT,2010,314026.179,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y20-24,GEO_COV_RUR,2010,144924.361,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y20-24,GEO_COV_URB,2010,169101.818,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y25-29,GEO_COV_NAT,2010,282784.707,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y25-29,GEO_COV_RUR,2010,127521.036,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y25-29,GEO_COV_URB,2010,155263.671,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y30-34,GEO_COV_NAT,2010,256979.699,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y30-34,GEO_COV_RUR,2010,113870.188,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y30-34,GEO_COV_URB,2010,143109.511,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y35-39,GEO_COV_NAT,2010,250521.072,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y35-39,GEO_COV_RUR,2010,111276.181,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y35-39,GEO_COV_URB,2010,139244.891,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y40-44,GEO_COV_NAT,2010,234441.745,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y40-44,GEO_COV_RUR,2010,105690.325,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y40-44,GEO_COV_URB,2010,128751.42,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y45-49,GEO_COV_NAT,2010,207657.521,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y45-49,GEO_COV_RUR,2010,92684.609,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y45-49,GEO_COV_URB,2010,114972.912,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y50-54,GEO_COV_NAT,2010,177030.957,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y50-54,GEO_COV_RUR,2010,79669.785,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y50-54,GEO_COV_URB,2010,97361.172,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y55-59,GEO_COV_NAT,2010,154372.361,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y55-59,GEO_COV_RUR,2010,71818.413,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y55-59,GEO_COV_URB,2010,82553.948,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y60-64,GEO_COV_NAT,2010,115238.369,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y60-64,GEO_COV_RUR,2010,53571.319,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_Y60-64,GEO_COV_URB,2010,61667.05,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_YGE65,GEO_COV_NAT,2010,233279.259,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_YGE65,GEO_COV_RUR,2010,106836.288,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_5YRBANDS_YGE65,GEO_COV_URB,2010,126442.971,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_TOTAL,GEO_COV_NAT,2010,3448092.777,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_TOTAL,GEO_COV_RUR,2010,1662430.336,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_TOTAL,GEO_COV_URB,2010,1785662.441,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y00-04,GEO_COV_NAT,2010,314742.09,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y00-04,GEO_COV_RUR,2010,180324.272,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y00-04,GEO_COV_URB,2010,134417.818,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y05-09,GEO_COV_NAT,2010,298803.198,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y05-09,GEO_COV_RUR,2010,168749.101,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y05-09,GEO_COV_URB,2010,130054.097,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y10-14,GEO_COV_NAT,2010,292265.903,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y10-14,GEO_COV_RUR,2010,158612.242,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y10-14,GEO_COV_URB,2010,133653.661,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y15-19,GEO_COV_NAT,2010,291701.994,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y15-19,GEO_COV_RUR,2010,144033.662,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y15-19,GEO_COV_URB,2010,147668.332,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y20-24,GEO_COV_NAT,2010,299512.61,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y20-24,GEO_COV_RUR,2010,139644.411,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y20-24,GEO_COV_URB,2010,159868.199,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y25-29,GEO_COV_NAT,2010,272423.875,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y25-29,GEO_COV_RUR,2010,123698.278,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y25-29,GEO_COV_URB,2010,148725.597,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y30-34,GEO_COV_NAT,2010,249032.918,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y30-34,GEO_COV_RUR,2010,111381.164,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y30-34,GEO_COV_URB,2010,137651.754,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y35-39,GEO_COV_NAT,2010,243800.538,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y35-39,GEO_COV_RUR,2010,108561.714,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y35-39,GEO_COV_URB,2010,135238.824,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y40-44,GEO_COV_NAT,2010,230482.105,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y40-44,GEO_COV_RUR,2010,104800.904,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y40-44,GEO_COV_URB,2010,125681.201,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y45-49,GEO_COV_NAT,2010,205142.51,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y45-49,GEO_COV_RUR,2010,92008.648,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y45-49,GEO_COV_URB,2010,113133.862,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y50-54,GEO_COV_NAT,2010,177435.559,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y50-54,GEO_COV_RUR,2010,79229.368,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y50-54,GEO_COV_URB,2010,98206.191,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y55-59,GEO_COV_NAT,2010,157593.413,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y55-59,GEO_COV_RUR,2010,72006.531,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y55-59,GEO_COV_URB,2010,85586.882,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y60-64,GEO_COV_NAT,2010,121924.509,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y60-64,GEO_COV_RUR,2010,55000.627,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_Y60-64,GEO_COV_URB,2010,66923.882,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_YGE65,GEO_COV_NAT,2010,293231.555,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_YGE65,GEO_COV_RUR,2010,125137.686,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_5YRBANDS_YGE65,GEO_COV_URB,2010,168093.869,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_TOTAL,GEO_COV_NAT,2010,6954785.854,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_TOTAL,GEO_COV_RUR,2010,3371909.348,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_TOTAL,GEO_COV_URB,2010,3582876.505,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_YLT15,GEO_COV_NAT,2010,1876015.716,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_YLT15,GEO_COV_RUR,2010,1054465.156,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_YLT15,GEO_COV_URB,2010,821550.56,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y15-24,GEO_COV_NAT,2010,1215397.477,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y15-24,GEO_COV_RUR,2010,584308.689,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y15-24,GEO_COV_URB,2010,631088.788,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y25-34,GEO_COV_NAT,2010,1061221.191,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y25-34,GEO_COV_RUR,2010,476497.663,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y25-34,GEO_COV_URB,2010,584723.528,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y35-44,GEO_COV_NAT,2010,959245.459,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y35-44,GEO_COV_RUR,2010,430250.37,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y35-44,GEO_COV_URB,2010,528995.089,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y45-54,GEO_COV_NAT,2010,767266.546,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y45-54,GEO_COV_RUR,2010,343589.834,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y45-54,GEO_COV_URB,2010,423676.711,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y55-64,GEO_COV_NAT,2010,549128.65,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y55-64,GEO_COV_RUR,2010,252402.124,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_Y55-64,GEO_COV_URB,2010,296726.526,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_YGE65,GEO_COV_NAT,2010,526510.816,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_YGE65,GEO_COV_RUR,2010,231970.66,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_10YRBANDS_YGE65,GEO_COV_URB,2010,294540.156,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_TOTAL,GEO_COV_NAT,2010,3506693.09,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_TOTAL,GEO_COV_RUR,2010,1709476.987,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_TOTAL,GEO_COV_URB,2010,1797216.103,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_YLT15,GEO_COV_NAT,2010,970204.524,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_YLT15,GEO_COV_RUR,2010,546784.603,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_YLT15,GEO_COV_URB,2010,423419.921,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y15-24,GEO_COV_NAT,2010,624182.876,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y15-24,GEO_COV_RUR,2010,300632.817,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y15-24,GEO_COV_URB,2010,323550.059,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y25-34,GEO_COV_NAT,2010,539764.406,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y25-34,GEO_COV_RUR,2010,241406.228,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y25-34,GEO_COV_URB,2010,298358.178,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y35-44,GEO_COV_NAT,2010,484962.817,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y35-44,GEO_COV_RUR,2010,216962.001,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y35-44,GEO_COV_URB,2010,268000.816,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y45-54,GEO_COV_NAT,2010,384688.478,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y45-54,GEO_COV_RUR,2010,172355.345,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y45-54,GEO_COV_URB,2010,212333.133,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y55-64,GEO_COV_NAT,2010,269610.73,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y55-64,GEO_COV_RUR,2010,125384.359,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_Y55-64,GEO_COV_URB,2010,144226.371,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_YGE65,GEO_COV_NAT,2010,233279.259,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_YGE65,GEO_COV_RUR,2010,106836.288,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_10YRBANDS_YGE65,GEO_COV_URB,2010,126442.971,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_TOTAL,GEO_COV_NAT,2010,3448092.777,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_TOTAL,GEO_COV_RUR,2010,1662430.336,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_TOTAL,GEO_COV_URB,2010,1785662.441,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_YLT15,GEO_COV_NAT,2010,905811.191,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_YLT15,GEO_COV_RUR,2010,507679.577,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_YLT15,GEO_COV_URB,2010,398131.614,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y15-24,GEO_COV_NAT,2010,591214.604,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y15-24,GEO_COV_RUR,2010,283670.326,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y15-24,GEO_COV_URB,2010,307544.278,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y25-34,GEO_COV_NAT,2010,521456.793,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y25-34,GEO_COV_RUR,2010,235099.639,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y25-34,GEO_COV_URB,2010,286357.154,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y35-44,GEO_COV_NAT,2010,474282.643,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y35-44,GEO_COV_RUR,2010,213317.192,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y35-44,GEO_COV_URB,2010,260965.451,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y45-54,GEO_COV_NAT,2010,382578.069,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y45-54,GEO_COV_RUR,2010,171241.564,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y45-54,GEO_COV_URB,2010,211336.505,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y55-64,GEO_COV_NAT,2010,279517.922,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y55-64,GEO_COV_RUR,2010,127009.385,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_Y55-64,GEO_COV_URB,2010,152508.537,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_YGE65,GEO_COV_NAT,2010,293231.555,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_YGE65,GEO_COV_RUR,2010,125137.686,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_F,AGE_10YRBANDS_YGE65,GEO_COV_URB,2010,168093.869,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_TOTAL,GEO_COV_NAT,2010,6954785.854,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_TOTAL,GEO_COV_RUR,2010,3371909.348,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_TOTAL,GEO_COV_URB,2010,3582876.505,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_YLT15,GEO_COV_NAT,2010,1876015.716,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_YLT15,GEO_COV_RUR,2010,1054465.156,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_YLT15,GEO_COV_URB,2010,821550.56,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y15-24,GEO_COV_NAT,2010,1215397.477,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y15-24,GEO_COV_RUR,2010,584308.689,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y15-24,GEO_COV_URB,2010,631088.788,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y25-54,GEO_COV_NAT,2010,2787733.195,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y25-54,GEO_COV_RUR,2010,1250118.591,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y25-54,GEO_COV_URB,2010,1537614.604,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y55-64,GEO_COV_NAT,2010,549128.65,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y55-64,GEO_COV_RUR,2010,252402.124,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_Y55-64,GEO_COV_URB,2010,296726.526,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_YGE65,GEO_COV_NAT,2010,526510.816,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_YGE65,GEO_COV_RUR,2010,231970.66,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_T,AGE_AGGREGATE_YGE65,GEO_COV_URB,2010,294540.156,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_TOTAL,GEO_COV_NAT,2010,3506693.09,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_TOTAL,GEO_COV_RUR,2010,1709476.987,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_TOTAL,GEO_COV_URB,2010,1797216.103,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_YLT15,GEO_COV_NAT,2010,970204.524,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_YLT15,GEO_COV_RUR,2010,546784.603,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_YLT15,GEO_COV_URB,2010,423419.921,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_Y15-24,GEO_COV_NAT,2010,624182.876,R1:2474
X01,POP_2POP_SEX_AGE_GEO_NB,XA:8405,SEX_M,AGE_AGGREGATE_Y15-24,GEO_COV_RUR,2010,300632.817,R1:2474
